Date,Hour,Time,Cell Name,Downtime,TCH Drop rate,TCH Drops,TCH Congestion,SD Congestion,Traffic,Utilization,SS Drops,Qual Drops,TA Drops,Other Drops
19/06/2019,0,19/06/2019 : 0  hours,26092,0,0.21,19,0,0,27,0,4,9,2,4
19/06/2019,0,19/06/2019 : 0  hours,31142,0,0.09,22,0,0,29,0,6,9,3,4
19/06/2019,0,19/06/2019 : 0  hours,34152,0,0.27,25,0,0,15,0,5,9,2,9
19/06/2019,0,19/06/2019 : 0  hours,31032,0,0.91,29,0,0,4,0,9,7,6,7
19/06/2019,0,19/06/2019 : 0  hours,26112,0,0.84,14,0,0,28,0,2,5,0,7
19/06/2019,0,19/06/2019 : 0  hours,32012,0,0.28,19,0,0,29,0,4,6,3,6
19/06/2019,0,19/06/2019 : 0  hours,11282,0,0.65,12,0,0,10,0,2,0,9,1
19/06/2019,0,19/06/2019 : 0  hours,23142,0,0.33,26,0,0,30,0,8,2,8,8
19/06/2019,0,19/06/2019 : 0  hours,35362,0,0.6,15,0,0,12,0,5,0,9,1
19/06/2019,0,19/06/2019 : 0  hours,20062,0,0.27,14,0,0,2,0,1,1,8,4
19/06/2019,0,19/06/2019 : 0  hours,37152,0,0.94,19,0,0,10,0,4,3,7,5
19/06/2019,0,19/06/2019 : 0  hours,31162,0,0.47,16,0,0,9,0,4,5,7,0
19/06/2019,0,19/06/2019 : 0  hours,21132,0,0.17,23,0,0,4,0,4,1,10,8
19/06/2019,0,19/06/2019 : 0  hours,28362,0,0.2,31,0,0,3,0,5,6,10,10
19/06/2019,0,19/06/2019 : 0  hours,23612,0,0.85,14,0,0,11,0,2,6,6,0
19/06/2019,0,19/06/2019 : 0  hours,32022,0,0.52,20,0,0,16,0,3,8,6,3
19/06/2019,0,19/06/2019 : 0  hours,39242,0,0.98,24,0,0,8,0,5,9,2,8
19/06/2019,0,19/06/2019 : 0  hours,18742,0,0.7,25,0,0,15,0,6,1,8,10
19/06/2019,0,19/06/2019 : 0  hours,30052,0,0.39,26,0,0,2,0,4,10,4,8
19/06/2019,0,19/06/2019 : 0  hours,12462,0,0.74,22,0,0,20,0,9,1,6,6
19/06/2019,0,19/06/2019 : 0  hours,19562,0,0.16,8,0,0,9,0,7,0,0,1
19/06/2019,0,19/06/2019 : 0  hours,39122,0,0.95,25,0,0,22,0,4,7,9,5
19/06/2019,0,19/06/2019 : 0  hours,10043,0,0.38,15,0,0,23,0,0,5,8,2
19/06/2019,0,19/06/2019 : 0  hours,12563,0,0.56,23,0,0,18,0,8,5,9,1
19/06/2019,0,19/06/2019 : 0  hours,26093,0,0.62,20,0,0,13,0,3,9,2,6
19/06/2019,0,19/06/2019 : 0  hours,31143,0,0.08,20,0,0,23,0,2,9,1,8
19/06/2019,0,19/06/2019 : 0  hours,34153,0,0.39,27,0,0,3,0,9,2,6,10
19/06/2019,0,19/06/2019 : 0  hours,31033,0,0.6,26,0,0,26,0,10,10,6,0
19/06/2019,0,19/06/2019 : 0  hours,26113,0,0.23,12,0,0,4,0,4,2,5,1
19/06/2019,0,19/06/2019 : 0  hours,32013,0,0.45,21,0,0,5,0,3,6,7,5
19/06/2019,0,19/06/2019 : 0  hours,11283,0,0.18,22,0,0,10,0,9,9,1,3
19/06/2019,0,19/06/2019 : 0  hours,23143,0,0.7,17,0,0,26,0,5,5,7,0
19/06/2019,0,19/06/2019 : 0  hours,35363,0,0.77,20,0,0,5,0,8,6,1,5
19/06/2019,0,19/06/2019 : 0  hours,20063,0,0.31,25,0,0,26,0,2,7,10,6
19/06/2019,0,19/06/2019 : 0  hours,37153,0,0,16,0,0,7,0,10,2,4,0
19/06/2019,0,19/06/2019 : 0  hours,31163,0,0.34,19,0,0,25,0,9,5,3,2
19/06/2019,0,19/06/2019 : 0  hours,21133,0,0.54,7,0,0,16,0,0,5,0,2
19/06/2019,0,19/06/2019 : 0  hours,28363,0,0.27,32,0,0,19,0,8,8,8,8
19/06/2019,0,19/06/2019 : 0  hours,23613,0,0.57,25,0,0,2,0,7,4,6,8
19/06/2019,0,19/06/2019 : 0  hours,32023,0,0.67,30,0,0,25,0,10,7,3,10
19/06/2019,0,19/06/2019 : 0  hours,39243,0,0.18,15,0,0,17,0,2,3,10,0
19/06/2019,0,19/06/2019 : 0  hours,18743,0,0.76,27,0,0,27,0,10,2,9,6
19/06/2019,0,19/06/2019 : 0  hours,30053,0,0.63,20,0,0,9,0,7,2,4,7
19/06/2019,0,19/06/2019 : 0  hours,12463,0,0.96,28,0,0,4,0,7,7,10,4
19/06/2019,0,19/06/2019 : 0  hours,19563,0,0.33,21,0,0,10,0,1,9,1,10
19/06/2019,0,19/06/2019 : 0  hours,39123,0,0.36,12,0,0,15,0,3,5,1,3
19/06/2019,1,19/06/2019 : 1  hours,10041,0,0.42,24,0,0,7,0,7,2,10,5
19/06/2019,1,19/06/2019 : 1  hours,12561,0,0.24,23,0,0,21,0,9,2,6,6
19/06/2019,1,19/06/2019 : 1  hours,26091,0,0.67,18,0,0,14,0,7,2,4,5
19/06/2019,1,19/06/2019 : 1  hours,31141,0,0.26,14,0,0,21,0,2,1,5,6
19/06/2019,1,19/06/2019 : 1  hours,34151,0,0.05,10,0,0,16,0,0,3,0,7
19/06/2019,1,19/06/2019 : 1  hours,31031,0,0.71,13,0,0,30,0,3,2,8,0
19/06/2019,1,19/06/2019 : 1  hours,26111,0,0.16,20,0,0,30,0,6,9,1,4
19/06/2019,1,19/06/2019 : 1  hours,32011,0,0.29,30,0,0,21,0,8,9,8,5
19/06/2019,1,19/06/2019 : 1  hours,11281,0,0.16,17,0,0,5,0,8,3,1,5
19/06/2019,1,19/06/2019 : 1  hours,23141,0,0.96,26,0,0,6,0,0,7,10,9
19/06/2019,1,19/06/2019 : 1  hours,35361,0,0.07,20,0,0,10,0,0,8,3,9
19/06/2019,1,19/06/2019 : 1  hours,20061,0,0.3,18,0,0,5,0,5,0,9,4
19/06/2019,1,19/06/2019 : 1  hours,37151,0,0.38,20,0,0,3,0,7,5,2,6
19/06/2019,1,19/06/2019 : 1  hours,31161,0,0.01,22,0,0,3,0,8,0,10,4
19/06/2019,1,19/06/2019 : 1  hours,21131,0,0.25,12,0,0,3,0,7,0,0,5
19/06/2019,1,19/06/2019 : 1  hours,28361,0,0.52,31,0,0,16,0,6,7,10,8
19/06/2019,1,19/06/2019 : 1  hours,23611,0,0.43,33,0,0,15,0,6,10,7,10
19/06/2019,1,19/06/2019 : 1  hours,32021,0,0.97,20,0,0,11,0,3,3,8,6
19/06/2019,1,19/06/2019 : 1  hours,39241,0,0.55,19,0,0,12,0,8,2,9,0
19/06/2019,1,19/06/2019 : 1  hours,18741,0,0.59,19,0,0,11,0,3,8,4,4
19/06/2019,1,19/06/2019 : 1  hours,30051,0,0.11,29,0,0,9,0,6,9,10,4
19/06/2019,1,19/06/2019 : 1  hours,12461,0,0.05,21,0,0,19,0,7,3,2,9
19/06/2019,1,19/06/2019 : 1  hours,19561,0,0.85,24,0,0,4,0,3,5,10,6
19/06/2019,1,19/06/2019 : 1  hours,39121,0,0.58,24,0,0,3,0,7,2,5,10
19/06/2019,1,19/06/2019 : 1  hours,10042,0,0.84,23,0,0,27,0,10,2,4,7
19/06/2019,1,19/06/2019 : 1  hours,12562,0,0.47,19,0,0,2,0,9,2,3,5
19/06/2019,1,19/06/2019 : 1  hours,26092,0,0.01,16,0,0,9,0,4,0,9,3
19/06/2019,1,19/06/2019 : 1  hours,31142,0,0.02,16,0,0,11,0,2,5,7,2
19/06/2019,1,19/06/2019 : 1  hours,34152,0,0.02,18,0,0,22,0,1,9,6,2
19/06/2019,1,19/06/2019 : 1  hours,31032,0,0.29,22,0,0,13,0,10,1,8,3
19/06/2019,1,19/06/2019 : 1  hours,26112,0,0.45,14,0,0,17,0,3,6,1,4
19/06/2019,1,19/06/2019 : 1  hours,32012,0,0.58,19,0,0,30,0,1,4,6,8
19/06/2019,1,19/06/2019 : 1  hours,11282,0,0.03,20,0,0,6,0,10,7,3,0
19/06/2019,1,19/06/2019 : 1  hours,23142,0,0.4,23,0,0,7,0,7,4,6,6
19/06/2019,1,19/06/2019 : 1  hours,35362,0,0.38,19,0,0,30,0,5,6,4,4
19/06/2019,1,19/06/2019 : 1  hours,20062,0,0.5,14,0,0,2,0,3,0,10,1
19/06/2019,1,19/06/2019 : 1  hours,37152,0,0.5,16,0,0,30,0,6,0,10,0
19/06/2019,1,19/06/2019 : 1  hours,31162,0,0.39,24,0,0,6,0,3,10,9,2
19/06/2019,1,19/06/2019 : 1  hours,21132,0,0.53,24,0,0,2,0,7,9,4,4
19/06/2019,1,19/06/2019 : 1  hours,28362,0,0.7,21,0,0,13,0,2,7,4,8
19/06/2019,1,19/06/2019 : 1  hours,23612,0,0.58,26,0,0,22,0,10,2,5,9
19/06/2019,1,19/06/2019 : 1  hours,32022,0,0.67,10,0,0,28,0,6,1,1,2
19/06/2019,1,19/06/2019 : 1  hours,39242,0,0.9,25,0,0,5,0,10,8,7,0
19/06/2019,1,19/06/2019 : 1  hours,18742,0,0.85,21,0,0,11,0,5,10,6,0
19/06/2019,1,19/06/2019 : 1  hours,30052,0,0.44,17,0,0,20,0,0,8,0,9
19/06/2019,1,19/06/2019 : 1  hours,12462,0,0.61,14,0,0,30,0,5,0,4,5
19/06/2019,1,19/06/2019 : 1  hours,19562,0,0.25,33,0,0,13,0,10,9,10,4
19/06/2019,1,19/06/2019 : 1  hours,39122,0,0.86,21,0,0,13,0,9,7,4,1
19/06/2019,1,19/06/2019 : 1  hours,10043,0,0.72,27,0,0,16,0,4,10,4,9
19/06/2019,1,19/06/2019 : 1  hours,12563,0,0.26,28,0,0,5,0,8,6,7,7
19/06/2019,1,19/06/2019 : 1  hours,26093,0,0.54,19,0,0,15,0,3,4,6,6
19/06/2019,1,19/06/2019 : 1  hours,31143,0,0.58,24,0,0,8,0,5,4,9,6
19/06/2019,1,19/06/2019 : 1  hours,34153,0,0.18,9,0,0,7,0,1,0,3,5
19/06/2019,1,19/06/2019 : 1  hours,31033,0,0.62,27,0,0,3,0,10,0,9,8
19/06/2019,1,19/06/2019 : 1  hours,26113,0,0.7,15,0,0,5,0,0,2,4,9
19/06/2019,1,19/06/2019 : 1  hours,32013,0,0.53,22,0,0,26,0,0,3,10,9
19/06/2019,1,19/06/2019 : 1  hours,11283,0,0.09,28,0,0,24,0,9,7,2,10
19/06/2019,1,19/06/2019 : 1  hours,23143,0,0.95,17,0,0,15,0,0,0,9,8
19/06/2019,1,19/06/2019 : 1  hours,35363,0,0.94,12,0,0,28,0,0,10,1,1
19/06/2019,1,19/06/2019 : 1  hours,20063,0,0.94,23,0,0,14,0,10,8,3,2
19/06/2019,1,19/06/2019 : 1  hours,37153,0,0.16,14,0,0,22,0,4,4,4,2
19/06/2019,1,19/06/2019 : 1  hours,31163,0,0.86,18,0,0,3,0,10,2,2,4
19/06/2019,1,19/06/2019 : 1  hours,21133,0,1,13,0,0,23,0,6,3,4,0
19/06/2019,1,19/06/2019 : 1  hours,28363,0,0.7,17,0,0,22,0,4,0,9,4
19/06/2019,1,19/06/2019 : 1  hours,23613,0,0.31,21,0,0,7,0,9,5,6,1
19/06/2019,1,19/06/2019 : 1  hours,32023,0,0.06,23,0,0,14,0,8,5,4,6
19/06/2019,1,19/06/2019 : 1  hours,39243,0,0.25,20,0,0,30,0,2,7,3,8
19/06/2019,1,19/06/2019 : 1  hours,18743,0,0.27,16,0,0,27,0,9,2,2,3
19/06/2019,1,19/06/2019 : 1  hours,30053,0,0.72,25,0,0,4,0,7,7,8,3
19/06/2019,1,19/06/2019 : 1  hours,12463,0,0.65,20,0,0,24,0,8,6,2,4
19/06/2019,1,19/06/2019 : 1  hours,19563,0,0.61,25,0,0,26,0,1,10,10,4
19/06/2019,1,19/06/2019 : 1  hours,39123,0,0.56,24,0,0,6,0,8,10,4,2
19/06/2019,2,19/06/2019 : 2  hours,10041,0,0.85,14,0,0,14,0,5,0,9,0
19/06/2019,2,19/06/2019 : 2  hours,12561,0,0.82,30,0,0,12,0,8,9,7,6
19/06/2019,2,19/06/2019 : 2  hours,26091,0,0.73,22,0,0,20,0,10,7,5,0
19/06/2019,2,19/06/2019 : 2  hours,31141,0,0.2,21,0,0,13,0,8,3,2,8
19/06/2019,2,19/06/2019 : 2  hours,34151,0,0.86,16,0,0,28,0,3,10,1,2
19/06/2019,2,19/06/2019 : 2  hours,31031,0,0.51,15,0,0,26,0,1,8,0,6
19/06/2019,2,19/06/2019 : 2  hours,26111,0,0.68,17,0,0,11,0,1,4,3,9
19/06/2019,2,19/06/2019 : 2  hours,32011,0,0.54,27,0,0,4,0,6,10,5,6
19/06/2019,2,19/06/2019 : 2  hours,11281,0,0.09,28,0,0,23,0,5,10,10,3
19/06/2019,2,19/06/2019 : 2  hours,23141,0,0.66,29,0,0,24,0,6,7,9,7
19/06/2019,2,19/06/2019 : 2  hours,35361,0,0.29,20,0,0,8,0,9,4,1,6
19/06/2019,2,19/06/2019 : 2  hours,20061,0,0.68,34,0,0,14,0,8,8,10,8
19/06/2019,2,19/06/2019 : 2  hours,37151,0,0.76,20,0,0,6,0,7,1,7,5
19/06/2019,2,19/06/2019 : 2  hours,31161,0,0.27,7,0,0,7,0,1,5,0,1
19/06/2019,2,19/06/2019 : 2  hours,21131,0,0.76,21,0,0,11,0,7,2,9,3
19/06/2019,2,19/06/2019 : 2  hours,28361,0,0.96,29,0,0,8,0,10,8,10,1
19/06/2019,2,19/06/2019 : 2  hours,23611,0,0.48,20,0,0,28,0,7,8,5,0
19/06/2019,2,19/06/2019 : 2  hours,32021,0,0.9,13,0,0,25,0,9,1,1,2
19/06/2019,2,19/06/2019 : 2  hours,39241,0,0.68,14,0,0,8,0,1,1,2,10
19/06/2019,2,19/06/2019 : 2  hours,18741,0,0.79,15,0,0,11,0,0,9,3,3
19/06/2019,2,19/06/2019 : 2  hours,30051,0,0.64,30,0,0,26,0,5,6,10,9
19/06/2019,2,19/06/2019 : 2  hours,12461,0,0.4,11,0,0,6,0,3,1,7,0
19/06/2019,2,19/06/2019 : 2  hours,19561,0,0.67,26,0,0,3,0,10,1,6,9
19/06/2019,2,19/06/2019 : 2  hours,39121,0,0.63,15,0,0,15,0,6,2,7,0
19/06/2019,2,19/06/2019 : 2  hours,10042,0,0.46,15,0,0,7,0,7,7,0,1
19/06/2019,2,19/06/2019 : 2  hours,12562,0,0.67,5,0,0,7,0,3,0,1,1
19/06/2019,2,19/06/2019 : 2  hours,26092,0,0.98,21,0,0,14,0,10,8,3,0
19/06/2019,2,19/06/2019 : 2  hours,31142,0,0.23,31,0,0,15,0,4,8,9,10
19/06/2019,2,19/06/2019 : 2  hours,34152,0,0.95,32,0,0,18,0,10,7,5,10
19/06/2019,2,19/06/2019 : 2  hours,31032,0,0.28,9,0,0,11,0,3,1,5,0
19/06/2019,2,19/06/2019 : 2  hours,26112,0,0.14,7,0,0,15,0,3,0,2,2
19/06/2019,2,19/06/2019 : 2  hours,32012,0,0.87,28,0,0,28,0,8,9,2,9
19/06/2019,2,19/06/2019 : 2  hours,11282,0,0.17,15,0,0,11,0,7,2,3,3
19/06/2019,2,19/06/2019 : 2  hours,23142,0,0,30,0,0,5,0,10,6,4,10
19/06/2019,2,19/06/2019 : 2  hours,35362,0,0.05,23,0,0,5,0,5,9,1,8
19/06/2019,2,19/06/2019 : 2  hours,20062,0,0.99,25,0,0,26,0,5,7,7,6
19/06/2019,2,19/06/2019 : 2  hours,37152,0,0.03,22,0,0,25,0,2,7,9,4
19/06/2019,2,19/06/2019 : 2  hours,31162,0,0.07,16,0,0,23,0,8,0,1,7
19/06/2019,2,19/06/2019 : 2  hours,21132,0,0.04,22,0,0,24,0,0,3,10,9
19/06/2019,2,19/06/2019 : 2  hours,28362,0,0.15,30,0,0,29,0,0,10,10,10
19/06/2019,2,19/06/2019 : 2  hours,23612,0,0.17,9,0,0,21,0,1,0,6,2
19/06/2019,2,19/06/2019 : 2  hours,32022,0,0.94,20,0,0,19,0,8,2,3,7
19/06/2019,2,19/06/2019 : 2  hours,39242,0,0.24,31,0,0,7,0,3,9,9,10
19/06/2019,2,19/06/2019 : 2  hours,18742,0,0.17,13,0,0,16,0,2,2,4,5
19/06/2019,2,19/06/2019 : 2  hours,30052,0,0.2,26,0,0,19,0,8,5,5,8
19/06/2019,2,19/06/2019 : 2  hours,12462,0,0.18,26,0,0,25,0,10,6,2,8
19/06/2019,2,19/06/2019 : 2  hours,19562,0,0.05,25,0,0,9,0,7,7,4,7
19/06/2019,2,19/06/2019 : 2  hours,39122,0,0.68,12,0,0,2,0,0,6,6,0
19/06/2019,2,19/06/2019 : 2  hours,10043,0,0.36,32,0,0,29,0,10,10,7,5
19/06/2019,2,19/06/2019 : 2  hours,12563,0,0.36,21,0,0,8,0,1,6,7,7
19/06/2019,2,19/06/2019 : 2  hours,26093,0,0.82,19,0,0,27,0,8,2,2,7
19/06/2019,2,19/06/2019 : 2  hours,31143,0,0.41,24,0,0,27,0,5,5,9,5
19/06/2019,2,19/06/2019 : 2  hours,34153,0,0.98,17,0,0,14,0,8,1,7,1
19/06/2019,2,19/06/2019 : 2  hours,31033,0,0.66,26,0,0,29,0,6,10,7,3
19/06/2019,2,19/06/2019 : 2  hours,26113,0,0.64,21,0,0,5,0,9,0,7,5
19/06/2019,2,19/06/2019 : 2  hours,32013,0,0.91,22,0,0,10,0,9,8,5,0
19/06/2019,2,19/06/2019 : 2  hours,11283,0,0.84,17,0,0,21,0,4,9,0,4
19/06/2019,2,19/06/2019 : 2  hours,23143,0,0.63,17,0,0,16,0,2,10,5,0
19/06/2019,2,19/06/2019 : 2  hours,35363,0,0.87,15,0,0,13,0,2,5,1,7
19/06/2019,2,19/06/2019 : 2  hours,20063,0,0.52,16,0,0,17,0,4,2,9,1
19/06/2019,2,19/06/2019 : 2  hours,37153,0,0.62,27,0,0,3,0,9,9,1,8
19/06/2019,2,19/06/2019 : 2  hours,31163,0,0.91,22,0,0,4,0,1,2,10,9
19/06/2019,2,19/06/2019 : 2  hours,21133,0,0.3,16,0,0,27,0,3,0,5,8
19/06/2019,2,19/06/2019 : 2  hours,28363,0,0.95,23,0,0,7,0,2,4,8,9
19/06/2019,2,19/06/2019 : 2  hours,23613,0,0.05,23,0,0,8,0,1,9,3,10
19/06/2019,2,19/06/2019 : 2  hours,32023,0,0.13,37,0,0,15,0,8,9,10,10
19/06/2019,2,19/06/2019 : 2  hours,39243,0,0.49,29,0,0,19,0,10,8,3,8
19/06/2019,2,19/06/2019 : 2  hours,18743,0,0.83,22,0,0,5,0,9,6,5,2
19/06/2019,2,19/06/2019 : 2  hours,30053,0,0.38,17,0,0,7,0,4,5,5,3
19/06/2019,2,19/06/2019 : 2  hours,12463,0,0.02,18,0,0,30,0,1,6,10,1
19/06/2019,2,19/06/2019 : 2  hours,19563,0,0.39,16,0,0,21,0,2,4,0,10
19/06/2019,2,19/06/2019 : 2  hours,39123,0,0.39,24,0,0,10,0,0,9,10,5
19/06/2019,3,19/06/2019 : 3  hours,10041,0,0.51,14,0,0,28,0,0,10,2,2
19/06/2019,3,19/06/2019 : 3  hours,12561,0,0.32,23,0,0,29,0,5,9,2,7
19/06/2019,3,19/06/2019 : 3  hours,26091,0,0.03,24,0,0,17,0,10,2,8,4
19/06/2019,3,19/06/2019 : 3  hours,31141,0,0.28,20,0,0,6,0,7,0,6,7
19/06/2019,3,19/06/2019 : 3  hours,34151,0,0.01,25,0,0,22,0,9,0,10,6
19/06/2019,3,19/06/2019 : 3  hours,31031,0,0.06,20,0,0,2,0,5,5,9,1
19/06/2019,3,19/06/2019 : 3  hours,26111,0,0.41,21,0,0,8,0,0,4,7,10
19/06/2019,3,19/06/2019 : 3  hours,32011,0,0.32,17,0,0,19,0,3,10,2,2
19/06/2019,3,19/06/2019 : 3  hours,11281,0,0.44,25,0,0,6,0,9,4,6,6
19/06/2019,3,19/06/2019 : 3  hours,23141,0,0.62,17,0,0,10,0,10,0,2,5
19/06/2019,3,19/06/2019 : 3  hours,35361,0,0.68,17,0,0,18,0,1,6,9,1
19/06/2019,3,19/06/2019 : 3  hours,20061,0,0.25,11,0,0,8,0,2,1,3,5
19/06/2019,3,19/06/2019 : 3  hours,37151,0,0.54,22,0,0,27,0,8,3,6,5
19/06/2019,3,19/06/2019 : 3  hours,31161,0,0.1,26,0,0,15,0,9,2,6,9
19/06/2019,3,19/06/2019 : 3  hours,21131,0,0.79,16,0,0,4,0,4,3,1,8
19/06/2019,3,19/06/2019 : 3  hours,28361,0,0.55,23,0,0,10,0,6,7,2,8
19/06/2019,3,19/06/2019 : 3  hours,23611,0,0.96,4,0,0,17,0,1,1,1,1
19/06/2019,3,19/06/2019 : 3  hours,32021,0,0.1,17,0,0,8,0,0,10,3,4
19/06/2019,3,19/06/2019 : 3  hours,39241,0,0.69,30,0,0,13,0,7,9,10,4
19/06/2019,3,19/06/2019 : 3  hours,18741,0,0.68,18,0,0,9,0,4,8,1,5
19/06/2019,3,19/06/2019 : 3  hours,30051,0,0.69,21,0,0,26,0,8,8,3,2
19/06/2019,3,19/06/2019 : 3  hours,12461,0,0.18,18,0,0,5,0,5,3,6,4
19/06/2019,3,19/06/2019 : 3  hours,19561,0,0.16,12,0,0,9,0,5,0,0,7
19/06/2019,3,19/06/2019 : 3  hours,39121,0,0.91,9,0,0,22,0,0,0,1,8
19/06/2019,3,19/06/2019 : 3  hours,10042,0,0.26,10,0,0,18,0,1,5,3,1
19/06/2019,3,19/06/2019 : 3  hours,12562,0,0.03,14,0,0,2,0,5,4,2,3
19/06/2019,3,19/06/2019 : 3  hours,26092,0,0.76,12,0,0,14,0,5,2,2,3
19/06/2019,3,19/06/2019 : 3  hours,31142,0,0.29,21,0,0,5,0,3,1,9,8
19/06/2019,3,19/06/2019 : 3  hours,34152,0,0.66,19,0,0,27,0,3,2,7,7
19/06/2019,3,19/06/2019 : 3  hours,31032,0,0.73,25,0,0,3,0,8,4,3,10
19/06/2019,3,19/06/2019 : 3  hours,26112,0,0.27,27,0,0,21,0,4,7,10,6
19/06/2019,3,19/06/2019 : 3  hours,32012,0,0.47,27,0,0,3,0,3,6,9,9
19/06/2019,3,19/06/2019 : 3  hours,11282,0,0.82,34,0,0,7,0,6,9,9,10
19/06/2019,3,19/06/2019 : 3  hours,23142,0,0.43,16,0,0,16,0,4,3,0,9
19/06/2019,3,19/06/2019 : 3  hours,35362,0,0.13,28,0,0,24,0,8,10,3,7
19/06/2019,3,19/06/2019 : 3  hours,20062,0,0.64,28,0,0,12,0,3,8,9,8
19/06/2019,3,19/06/2019 : 3  hours,37152,0,0.43,24,0,0,20,0,3,4,8,9
19/06/2019,3,19/06/2019 : 3  hours,31162,0,0.47,20,0,0,27,0,7,7,4,2
19/06/2019,3,19/06/2019 : 3  hours,21132,0,0.01,22,0,0,21,0,7,5,2,8
19/06/2019,3,19/06/2019 : 3  hours,28362,0,0.36,32,0,0,9,0,3,10,10,9
19/06/2019,3,19/06/2019 : 3  hours,23612,0,0.36,22,0,0,4,0,5,9,0,8
19/06/2019,3,19/06/2019 : 3  hours,32022,0,0.1,19,0,0,23,0,0,8,6,5
19/06/2019,3,19/06/2019 : 3  hours,39242,0,0.6,29,0,0,2,0,8,4,9,8
19/06/2019,3,19/06/2019 : 3  hours,18742,0,0.39,20,0,0,9,0,0,9,4,7
19/06/2019,3,19/06/2019 : 3  hours,30052,0,0.05,16,0,0,29,0,5,4,1,6
19/06/2019,3,19/06/2019 : 3  hours,12462,0,0.94,25,0,0,12,0,0,7,8,10
19/06/2019,3,19/06/2019 : 3  hours,19562,0,0.46,25,0,0,4,0,8,5,5,7
19/06/2019,3,19/06/2019 : 3  hours,39122,0,0.04,23,0,0,4,0,8,0,7,8
19/06/2019,3,19/06/2019 : 3  hours,10043,0,0.11,23,0,0,9,0,10,4,5,4
19/06/2019,3,19/06/2019 : 3  hours,12563,0,0.1,28,0,0,21,0,10,3,6,9
19/06/2019,3,19/06/2019 : 3  hours,26093,0,0.76,19,0,0,4,0,6,8,4,1
19/06/2019,3,19/06/2019 : 3  hours,31143,0,0.28,18,0,0,12,0,0,2,7,9
19/06/2019,3,19/06/2019 : 3  hours,34153,0,0.71,26,0,0,21,0,1,10,10,5
19/06/2019,3,19/06/2019 : 3  hours,31033,0,0.19,21,0,0,21,0,5,8,2,6
19/06/2019,3,19/06/2019 : 3  hours,26113,0,0.47,8,0,0,21,0,0,1,1,6
19/06/2019,3,19/06/2019 : 3  hours,32013,0,0.28,28,0,0,16,0,4,10,6,8
19/06/2019,3,19/06/2019 : 3  hours,11283,0,0.98,25,0,0,5,0,5,8,8,4
19/06/2019,3,19/06/2019 : 3  hours,23143,0,0.95,36,0,0,6,0,10,9,8,9
19/06/2019,3,19/06/2019 : 3  hours,35363,0,0.06,16,0,0,29,0,3,0,5,8
19/06/2019,3,19/06/2019 : 3  hours,20063,0,0.9,20,0,0,6,0,0,9,2,9
