Date,Hour,Time,Cell Name,Downtime,TCH Drop rate,TCH Drops,TCH Congestion,SD Congestion,Traffic,Utilization,SS Drops,Qual Drops,TA Drops,Other Drops
22/06/2019,1,22/06/2019 : 1  hours,18741,0,0,155,0,0,0,0,69,24,1,61
22/06/2019,1,22/06/2019 : 1  hours,30051,0,0,110,0,0,0,0,42,52,0,16
22/06/2019,1,22/06/2019 : 1  hours,12461,0,0,125,0,0,0,0,44,13,2,66
22/06/2019,1,22/06/2019 : 1  hours,19561,0,0,146,0,0,0,0,90,37,5,14
22/06/2019,1,22/06/2019 : 1  hours,39121,0,0,158,0,0,0,0,51,71,1,35
22/06/2019,1,22/06/2019 : 1  hours,10042,0,0,184,0,0,0,0,89,78,4,13
22/06/2019,1,22/06/2019 : 1  hours,12562,0,0,101,0,0,0,0,14,8,5,74
22/06/2019,1,22/06/2019 : 1  hours,26092,0,0,155,0,0,0,0,92,9,3,51
22/06/2019,1,22/06/2019 : 1  hours,31142,0,0,176,0,0,0,0,49,91,2,34
22/06/2019,1,22/06/2019 : 1  hours,34152,0,0,136,0,0,0,0,26,88,3,19
22/06/2019,1,22/06/2019 : 1  hours,31032,0,0,286,0,0,0,0,94,100,3,89
22/06/2019,1,22/06/2019 : 1  hours,26112,0,0,59,0,0,0,0,2,7,0,50
22/06/2019,1,22/06/2019 : 1  hours,32012,0,0,192,0,0,0,0,73,20,3,96
22/06/2019,1,22/06/2019 : 1  hours,11282,0,0,150,0,0,0,0,52,89,1,8
22/06/2019,1,22/06/2019 : 1  hours,23142,0,0,171,0,0,0,0,71,37,5,58
22/06/2019,1,22/06/2019 : 1  hours,35362,0,0,107,0,0,0,0,41,6,3,57
22/06/2019,1,22/06/2019 : 1  hours,20062,0,0,130,0,0,0,0,64,12,4,50
22/06/2019,1,22/06/2019 : 1  hours,37152,0,0,147,0,0,0,0,36,24,1,86
22/06/2019,1,22/06/2019 : 1  hours,31162,0,0,112,0,0,0,0,34,7,1,70
22/06/2019,1,22/06/2019 : 1  hours,21132,0,0,48,0,0,0,0,25,10,0,13
22/06/2019,1,22/06/2019 : 1  hours,28362,0,0,189,0,0,0,0,15,86,0,88
22/06/2019,1,22/06/2019 : 1  hours,23612,0,0,145,0,0,0,0,69,58,0,18
22/06/2019,1,22/06/2019 : 1  hours,32022,0,0,199,0,0,0,0,61,80,2,56
22/06/2019,1,22/06/2019 : 1  hours,39242,0,0,86,0,0,0,0,0,30,1,55
22/06/2019,1,22/06/2019 : 1  hours,18742,0,0,123,0,0,0,0,86,5,4,28
22/06/2019,1,22/06/2019 : 1  hours,30052,0,0,196,0,0,0,0,39,76,0,81
22/06/2019,1,22/06/2019 : 1  hours,12462,0,0,233,0,0,0,0,75,58,3,97
22/06/2019,1,22/06/2019 : 1  hours,19562,0,0,225,0,0,0,0,91,92,3,39
22/06/2019,1,22/06/2019 : 1  hours,39122,0,0,137,0,0,0,0,56,22,0,59
22/06/2019,1,22/06/2019 : 1  hours,10043,0,0,126,0,0,0,0,3,39,0,84
22/06/2019,1,22/06/2019 : 1  hours,12563,0,0,75,0,0,0,0,11,33,3,28
22/06/2019,1,22/06/2019 : 1  hours,26093,0,0,58,0,0,0,0,10,15,2,31
22/06/2019,1,22/06/2019 : 1  hours,31143,0,0,119,0,0,0,0,92,23,2,2
22/06/2019,1,22/06/2019 : 1  hours,34153,0,0,223,0,0,0,0,84,95,0,44
22/06/2019,1,22/06/2019 : 1  hours,31033,0,0,160,0,0,0,0,58,3,5,94
22/06/2019,1,22/06/2019 : 1  hours,26113,0,0,156,0,0,0,0,7,58,1,90
22/06/2019,1,22/06/2019 : 1  hours,32013,0,0,183,0,0,0,0,16,92,5,70
22/06/2019,1,22/06/2019 : 1  hours,11283,0,0,204,0,0,0,0,9,98,4,93
22/06/2019,1,22/06/2019 : 1  hours,23143,0,0,186,0,0,0,0,71,59,4,52
22/06/2019,1,22/06/2019 : 1  hours,35363,0,0,174,0,0,0,0,94,34,4,42
22/06/2019,1,22/06/2019 : 1  hours,20063,0,0,147,0,0,0,0,38,41,1,67
22/06/2019,1,22/06/2019 : 1  hours,37153,0,0,160,0,0,0,0,71,46,4,39
22/06/2019,1,22/06/2019 : 1  hours,31163,0,0,61,0,0,0,0,28,19,2,12
22/06/2019,1,22/06/2019 : 1  hours,21133,0,0,139,0,0,0,0,15,43,2,79
22/06/2019,1,22/06/2019 : 1  hours,28363,0,0,157,0,0,0,0,10,77,3,67
22/06/2019,1,22/06/2019 : 1  hours,23613,0,0,99,0,0,0,0,9,31,4,55
22/06/2019,1,22/06/2019 : 1  hours,32023,0,0,111,0,0,0,0,2,89,1,19
22/06/2019,1,22/06/2019 : 1  hours,39243,0,0,102,0,0,0,0,68,11,1,22
22/06/2019,1,22/06/2019 : 1  hours,18743,0,0,48,0,0,0,0,7,2,1,38
22/06/2019,1,22/06/2019 : 1  hours,30053,0,0,139,0,0,0,0,5,50,5,79
22/06/2019,1,22/06/2019 : 1  hours,12463,0,0,249,0,0,0,0,92,55,4,98
22/06/2019,1,22/06/2019 : 1  hours,19563,0,0,128,0,0,0,0,27,28,3,70
22/06/2019,1,22/06/2019 : 1  hours,39123,0,0,194,0,0,0,0,97,81,4,12
22/06/2019,2,22/06/2019 : 2  hours,10041,0,0,225,0,0,0,0,88,57,1,79
22/06/2019,2,22/06/2019 : 2  hours,12561,0,0,169,0,0,0,0,9,75,5,20
22/06/2019,2,22/06/2019 : 2  hours,26091,0,0,95,0,0,0,0,72,2,3,18
22/06/2019,2,22/06/2019 : 2  hours,31141,0,0,104,0,0,0,0,21,25,3,55
22/06/2019,2,22/06/2019 : 2  hours,34151,0,0,100,0,0,0,0,44,45,1,10
22/06/2019,2,22/06/2019 : 2  hours,31031,0,0,94,0,0,0,0,30,30,2,32
22/06/2019,2,22/06/2019 : 2  hours,26111,0,0,163,0,0,0,0,63,23,0,77
22/06/2019,2,22/06/2019 : 2  hours,32011,0,0,128,0,0,0,0,56,67,5,0
22/06/2019,2,22/06/2019 : 2  hours,11281,0,0,113,0,0,0,0,60,22,0,31
22/06/2019,2,22/06/2019 : 2  hours,23141,0,0,261,0,0,0,0,92,79,1,89
22/06/2019,2,22/06/2019 : 2  hours,35361,0,0,167,0,0,0,0,78,11,4,74
22/06/2019,2,22/06/2019 : 2  hours,20061,0,0,102,0,0,0,0,24,37,3,38
22/06/2019,2,22/06/2019 : 2  hours,37151,0,0,225,0,0,0,0,59,67,5,94
22/06/2019,2,22/06/2019 : 2  hours,31161,0,0,77,0,0,0,0,15,51,1,10
22/06/2019,2,22/06/2019 : 2  hours,21131,0,0,22,0,0,0,0,14,2,3,3
22/06/2019,2,22/06/2019 : 2  hours,28361,0,0,186,0,0,0,0,98,64,2,22
22/06/2019,2,22/06/2019 : 2  hours,23611,0,0,194,0,0,0,0,61,97,2,34
22/06/2019,2,22/06/2019 : 2  hours,32021,0,0,117,0,0,0,0,35,77,4,1
22/06/2019,2,22/06/2019 : 2  hours,39241,0,0,122,0,0,0,0,7,25,3,87
22/06/2019,2,22/06/2019 : 2  hours,18741,0,0,86,0,0,0,0,8,29,0,49
22/06/2019,2,22/06/2019 : 2  hours,30051,0,0,119,0,0,0,0,9,49,0,61
22/06/2019,2,22/06/2019 : 2  hours,12461,0,0,147,0,0,0,0,74,11,1,61
22/06/2019,2,22/06/2019 : 2  hours,19561,0,0,176,0,0,0,0,65,93,1,17
22/06/2019,2,22/06/2019 : 2  hours,39121,0,0,108,0,0,0,0,24,67,1,16
22/06/2019,2,22/06/2019 : 2  hours,10042,0,0,113,0,0,0,0,13,5,2,93
22/06/2019,2,22/06/2019 : 2  hours,12562,0,0,275,0,0,0,0,95,96,3,81
22/06/2019,2,22/06/2019 : 2  hours,26092,0,0,115,0,0,0,0,44,50,4,17
22/06/2019,2,22/06/2019 : 2  hours,31142,0,0,142,0,0,0,0,87,2,4,49
22/06/2019,2,22/06/2019 : 2  hours,34152,0,0,144,0,0,0,0,21,60,0,63
22/06/2019,2,22/06/2019 : 2  hours,31032,0,0,56,0,0,0,0,6,38,0,12
22/06/2019,2,22/06/2019 : 2  hours,26112,0,0,110,0,0,0,0,40,13,1,56
22/06/2019,2,22/06/2019 : 2  hours,32012,0,0,165,0,0,0,0,72,65,1,27
22/06/2019,2,22/06/2019 : 2  hours,11282,0,0,139,0,0,0,0,14,38,1,86
22/06/2019,2,22/06/2019 : 2  hours,23142,0,0,169,0,0,0,0,56,94,0,19
22/06/2019,2,22/06/2019 : 2  hours,35362,0,0,159,0,0,0,0,37,99,4,19
22/06/2019,2,22/06/2019 : 2  hours,20062,0,0,158,0,0,0,0,26,48,5,79
22/06/2019,2,22/06/2019 : 2  hours,37152,0,0,169,0,0,0,0,11,82,4,72
22/06/2019,2,22/06/2019 : 2  hours,31162,0,0,171,0,0,0,0,56,75,0,40
22/06/2019,2,22/06/2019 : 2  hours,21132,0,0,121,0,0,0,0,26,67,0,28
22/06/2019,2,22/06/2019 : 2  hours,28362,0,0,96,0,0,0,0,4,26,0,66
22/06/2019,2,22/06/2019 : 2  hours,23612,0,0,86,0,0,0,0,25,43,3,15
22/06/2019,2,22/06/2019 : 2  hours,32022,0,0,185,0,0,0,0,93,56,1,35
22/06/2019,2,22/06/2019 : 2  hours,39242,0,0,134,0,0,0,0,12,79,1,42
22/06/2019,2,22/06/2019 : 2  hours,18742,0,0,210,0,0,0,0,59,67,1,83
22/06/2019,2,22/06/2019 : 2  hours,30052,0,0,166,0,0,0,0,99,17,1,49
22/06/2019,2,22/06/2019 : 2  hours,12462,0,0,185,0,0,0,0,65,69,3,48
22/06/2019,2,22/06/2019 : 2  hours,19562,0,0,231,0,0,0,0,69,62,0,100
22/06/2019,2,22/06/2019 : 2  hours,39122,0,0,135,0,0,0,0,0,70,1,64
22/06/2019,2,22/06/2019 : 2  hours,10043,0,0,88,0,0,0,0,62,6,5,15
22/06/2019,2,22/06/2019 : 2  hours,12563,0,0,79,0,0,0,0,7,47,4,21
22/06/2019,2,22/06/2019 : 2  hours,26093,0,0,101,0,0,0,0,53,20,0,28
22/06/2019,2,22/06/2019 : 2  hours,31143,0,0,152,0,0,0,0,55,68,5,24
22/06/2019,2,22/06/2019 : 2  hours,34153,0,0,115,0,0,0,0,3,79,0,33
22/06/2019,2,22/06/2019 : 2  hours,31033,0,0,259,0,0,0,0,91,78,3,87
22/06/2019,2,22/06/2019 : 2  hours,26113,0,0,146,0,0,0,0,91,38,2,15
22/06/2019,2,22/06/2019 : 2  hours,32013,0,0,214,0,0,0,0,93,17,4,100
22/06/2019,2,22/06/2019 : 2  hours,11283,0,0,123,0,0,0,0,39,32,5,47
22/06/2019,2,22/06/2019 : 2  hours,23143,0,0,69,0,0,0,0,17,42,1,9
22/06/2019,2,22/06/2019 : 2  hours,35363,0,0,170,0,0,0,0,60,90,1,19
22/06/2019,2,22/06/2019 : 2  hours,20063,0,0,103,0,0,0,0,8,58,0,37
22/06/2019,2,22/06/2019 : 2  hours,37153,0,0,106,0,0,0,0,61,25,4,16
22/06/2019,2,22/06/2019 : 2  hours,31163,0,0,141,0,0,0,0,22,21,5,93
22/06/2019,2,22/06/2019 : 2  hours,21133,0,0,221,0,0,0,0,44,98,5,74
22/06/2019,2,22/06/2019 : 2  hours,28363,0,0,34,0,0,0,0,12,6,2,14
22/06/2019,2,22/06/2019 : 2  hours,23613,0,0,201,0,0,0,0,79,20,3,99
22/06/2019,2,22/06/2019 : 2  hours,32023,0,0,52,0,0,0,0,38,9,1,4
22/06/2019,2,22/06/2019 : 2  hours,39243,0,0,185,0,0,0,0,49,54,2,80
22/06/2019,2,22/06/2019 : 2  hours,18743,0,0,208,0,0,0,0,33,85,1,89
22/06/2019,2,22/06/2019 : 2  hours,30053,0,0,160,0,0,0,0,4,77,2,77
22/06/2019,2,22/06/2019 : 2  hours,12463,0,0,132,0,0,0,0,25,12,1,94
22/06/2019,2,22/06/2019 : 2  hours,19563,0,0,163,0,0,0,0,90,46,5,22
22/06/2019,2,22/06/2019 : 2  hours,39123,0,0,81,0,0,0,0,4,21,5,51
22/06/2019,3,22/06/2019 : 3  hours,10041,0,0,157,0,0,0,0,75,51,5,26
22/06/2019,3,22/06/2019 : 3  hours,12561,0,0,148,0,0,0,0,20,75,5,33
22/06/2019,3,22/06/2019 : 3  hours,26091,0,0,131,0,0,0,0,99,2,4,26
22/06/2019,3,22/06/2019 : 3  hours,31141,0,0,139,0,0,0,0,29,46,5,59
22/06/2019,3,22/06/2019 : 3  hours,34151,0,0,100,0,0,0,0,32,36,0,32
22/06/2019,3,22/06/2019 : 3  hours,31031,0,0,128,0,0,0,0,39,3,5,81
22/06/2019,3,22/06/2019 : 3  hours,26111,0,0,204,0,0,0,0,59,69,2,74
22/06/2019,3,22/06/2019 : 3  hours,32011,0,0,130,0,0,0,0,27,29,0,74
22/06/2019,3,22/06/2019 : 3  hours,11281,0,0,146,0,0,0,0,25,89,0,32
22/06/2019,3,22/06/2019 : 3  hours,23141,0,0,158,0,0,0,0,37,48,0,73
22/06/2019,3,22/06/2019 : 3  hours,35361,0,0,119,0,0,0,0,35,9,5,70
22/06/2019,3,22/06/2019 : 3  hours,20061,0,0,179,0,0,0,0,84,26,1,68
22/06/2019,3,22/06/2019 : 3  hours,37151,0,0,248,0,0,0,0,72,79,1,96
22/06/2019,3,22/06/2019 : 3  hours,31161,0,0,229,0,0,0,0,85,71,1,72
22/06/2019,3,22/06/2019 : 3  hours,21131,0,0,233,0,0,0,0,89,100,0,44
22/06/2019,3,22/06/2019 : 3  hours,28361,0,0,110,0,0,0,0,47,3,3,57
22/06/2019,3,22/06/2019 : 3  hours,23611,0,0,146,0,0,0,0,27,56,5,58
22/06/2019,3,22/06/2019 : 3  hours,32021,0,0,102,0,0,0,0,40,35,1,26
22/06/2019,3,22/06/2019 : 3  hours,39241,0,0,205,0,0,0,0,78,76,5,46
22/06/2019,3,22/06/2019 : 3  hours,18741,0,0,269,0,0,0,0,88,82,1,98
22/06/2019,3,22/06/2019 : 3  hours,30051,0,0,204,0,0,0,0,42,62,3,97
22/06/2019,3,22/06/2019 : 3  hours,12461,0,0,83,0,0,0,0,62,6,2,13
22/06/2019,3,22/06/2019 : 3  hours,19561,0,0,238,0,0,0,0,85,77,5,71
22/06/2019,3,22/06/2019 : 3  hours,39121,0,0,194,0,0,0,0,51,89,0,54
22/06/2019,3,22/06/2019 : 3  hours,10042,0,0,141,0,0,0,0,2,48,2,89
22/06/2019,3,22/06/2019 : 3  hours,12562,0,0,130,0,0,0,0,21,59,5,45
22/06/2019,3,22/06/2019 : 3  hours,26092,0,0,34,0,0,0,0,31,0,3,0
22/06/2019,3,22/06/2019 : 3  hours,31142,0,0,215,0,0,0,0,17,99,1,98
22/06/2019,3,22/06/2019 : 3  hours,34152,0,0,75,0,0,0,0,10,58,2,5
22/06/2019,3,22/06/2019 : 3  hours,31032,0,0,82,0,0,0,0,6,72,1,3
22/06/2019,3,22/06/2019 : 3  hours,26112,0,0,170,0,0,0,0,68,63,4,35
22/06/2019,3,22/06/2019 : 3  hours,32012,0,0,106,0,0,0,0,76,26,2,2
22/06/2019,3,22/06/2019 : 3  hours,11282,0,0,133,0,0,0,0,20,73,3,37
22/06/2019,3,22/06/2019 : 3  hours,23142,0,0,168,0,0,0,0,70,68,1,29
22/06/2019,3,22/06/2019 : 3  hours,35362,0,0,149,0,0,0,0,23,88,3,35
22/06/2019,3,22/06/2019 : 3  hours,20062,0,0,102,0,0,0,0,62,26,3,11
22/06/2019,3,22/06/2019 : 3  hours,37152,0,0,194,0,0,0,0,62,85,3,44
22/06/2019,3,22/06/2019 : 3  hours,31162,0,0,130,0,0,0,0,27,66,2,35
22/06/2019,3,22/06/2019 : 3  hours,21132,0,0,179,0,0,0,0,100,61,4,14
22/06/2019,3,22/06/2019 : 3  hours,28362,0,0,192,0,0,0,0,99,32,4,57
22/06/2019,3,22/06/2019 : 3  hours,23612,0,0,142,0,0,0,0,38,44,0,60
22/06/2019,3,22/06/2019 : 3  hours,32022,0,0,162,0,0,0,0,89,19,4,50
22/06/2019,3,22/06/2019 : 3  hours,39242,0,0,98,0,0,0,0,45,28,0,25
22/06/2019,3,22/06/2019 : 3  hours,18742,0,0,171,0,0,0,0,33,67,4,67
22/06/2019,3,22/06/2019 : 3  hours,30052,0,0,164,0,0,0,0,78,53,5,28
22/06/2019,3,22/06/2019 : 3  hours,12462,0,0,152,0,0,0,0,56,52,0,44
22/06/2019,3,22/06/2019 : 3  hours,19562,0,0,242,0,0,0,0,96,87,0,59
22/06/2019,3,22/06/2019 : 3  hours,39122,0,0,135,0,0,0,0,1,66,0,68
22/06/2019,3,22/06/2019 : 3  hours,10043,0,0,206,0,0,0,0,25,88,2,91
22/06/2019,3,22/06/2019 : 3  hours,12563,0,0,181,0,0,0,0,74,66,4,37
22/06/2019,3,22/06/2019 : 3  hours,26093,0,0,213,0,0,0,0,89,79,5,40
22/06/2019,3,22/06/2019 : 3  hours,31143,0,0,212,0,0,0,0,78,88,4,42
22/06/2019,3,22/06/2019 : 3  hours,34153,0,0,81,0,0,0,0,5,63,0,13
22/06/2019,3,22/06/2019 : 3  hours,31033,0,0,131,0,0,0,0,12,79,2,38
22/06/2019,3,22/06/2019 : 3  hours,26113,0,0,141,0,0,0,0,78,28,0,35
22/06/2019,3,22/06/2019 : 3  hours,32013,0,0,216,0,0,0,0,76,93,0,47
22/06/2019,3,22/06/2019 : 3  hours,11283,0,0,168,0,0,0,0,79,28,2,59
22/06/2019,3,22/06/2019 : 3  hours,23143,0,0,79,0,0,0,0,8,44,5,22
22/06/2019,3,22/06/2019 : 3  hours,35363,0,0,184,0,0,0,0,49,35,2,98
22/06/2019,3,22/06/2019 : 3  hours,20063,0,0,110,0,0,0,0,28,37,2,43
22/06/2019,3,22/06/2019 : 3  hours,37153,0,0,133,0,0,0,0,99,11,3,20
22/06/2019,3,22/06/2019 : 3  hours,31163,0,0,190,0,0,0,0,54,58,0,78
22/06/2019,3,22/06/2019 : 3  hours,21133,0,0,124,0,0,0,0,20,7,0,97
22/06/2019,3,22/06/2019 : 3  hours,28363,0,0,114,0,0,0,0,1,62,0,51
22/06/2019,3,22/06/2019 : 3  hours,23613,0,0,183,0,0,0,0,28,78,2,75
22/06/2019,3,22/06/2019 : 3  hours,32023,0,0,190,0,0,0,0,92,70,2,26
22/06/2019,3,22/06/2019 : 3  hours,39243,0,0,121,0,0,0,0,16,38,2,65
22/06/2019,3,22/06/2019 : 3  hours,18743,0,0,138,0,0,0,0,47,78,4,9
22/06/2019,3,22/06/2019 : 3  hours,30053,0,0,92,0,0,0,0,41,43,0,8
22/06/2019,3,22/06/2019 : 3  hours,12463,0,0,85,0,0,0,0,5,41,1,38
22/06/2019,3,22/06/2019 : 3  hours,19563,0,0,141,0,0,0,0,39,10,5,87
